RecipeName,TimeToCook,Ingredients,Instructions
Strawberry Shortcakes,22mins,"strawberries, white sugar, Bisquick baking mix, milk, butter, whipping cream, vanilla, white sugar","In medium bowl, stir together strawberries and 1/2 cup sugar; set aside for about 1 hour. Heat oven to 425°F In another medium bowl, stir Bisquick® mix, milk, 3 tablespoons sugar, and melted butter until a soft dough forms. Drop the dough by rounded tablespoonfuls into 6 mounds onto ungreased cookie sheet; dust with sugar. Bake 10 to 12 minutes or until golden brown. Meanwhile, in a chilled small bowl whip the cream, adding a drop or two of vanilla and a teaspoon of sugar.  Beat with an electric mixer on high speed until soft peaks form. Serve one of two ways:. 1.  Split warm shortcakes; fill and top with strawberries and whipped cream, or 2.  Break up one biscuit per person into big pieces into a dessert bowl.  Ladle strawberries over the biscuit; add a dolop of whipped cream. COOK'S TIP:  Alternatives to strawberries could include raspberries, blueberries & peaches, and my favorite, apricots & honey (Soak dried apricots in warm water for 1 hour; chop fine. Gently toss apricots with honey and let stand awhile to blend flavors.  Serve over shortcakes.)."
Cinnamon Rolls with Cream Cheese Frosting,50mins,"all-purpose flour, jiffy cake mix, fast rising yeast, salt, warm water, butter, sugar, cinnamon, cream cheese, butter, confectioners' sugar, vanilla extract, salt","In a large mixing bowl, combine 3 cups flour, cake mix, yeast, salt, and warm water; mix until smooth. Add enough remaining flour to form a soft dough. Turn out onto a lightly floured surface and knead until smooth (6-8 minutes). Roll dough into a 9 X 18-inch rectangle. Spread with butter and sprinkle with sugar and cinnamon. Roll dough jelly-roll style, starting with the long end. Slice the roll into 1-inch circles with a piece of dental floss or heavy thread placed under roll. Bring ends of floss up and crisscross at top of roll and pull strings in opposite directions. Place rolls on a greased cookie sheet. Cover and let rise on a warm place until doubled, about 15 minutes. Bake at 350 for 15-18 minutes. While rolls are baking, beat together cream cheese, butter, confectioners sugar, vanilla extract, and salt. Spread frosting on warm rolls before serving."
Toffee Brownie Trifle,15mins,"brownie mix , milk, cheesecake flavor instant pudding and pie filling mix, instant white chocolate pudding and pie filling mix, Cool Whip, Heath candy bars","Prepare and bake brownies as directed on package. Cool completely, then cut into 1-inch cubes. Beat milk and pudding mixes on low speed 2 minutes. Fold Cool Whip into pudding. Place 1/2 brownies into dish, cover with 1/2 pudding mixture. Repeat layers. Refrigerate until needed. Sprinkle top with Heath bits just before serving."
Easy Cake Mix Biscotti,50mins,"cake mix, your choice of flavor avoid those with pudding in the mix, all-purpose flour, eggs, margarine, vanilla extract, chocolate piece","Preheat the oven to 350F degrees. Pour the cake mix into a mixing bowl. Stir in sifted all purpose flour. Make a well in the centre and add the eggs, margarine and vanilla extract. With an electric beater mix on medium speed for 2 to 3 minutes until the dough does not stick to the sides of the mixing bowl. It will look and feel like play dough! On a lightly floured board, divide dough into two halves. Roll each half into a log about 1"" in diameter. Roll each log gently to the edge of the board and then continue rolling it onto a lightly sprayed 11” x 15” baking sheet. Flatten the top of each cookie log until it is about 3"" wide. Bake for 20 minutes. Remove baking sheet from the oven and let stand for 10 minutes. Reduce oven temperature to 325 and do not turn off. Gently slide one cookie log onto the board that you rolled out the dough on. Using a serrated knife or better still an electric carving knife, slice each log across the width into 3/4"" slices. Place cookies cut side down back onto the baking sheet and return them to the oven for another 10 minutes. Remove cookies to cooling rack to cool completely. Store cooled cookies in an airtight container or freeze. PECAN BISCOTTI: butter pecan cake mix - chopped pecans - maple extract. APRICOT BISCOTTI: golden cake mix - chopped dried apricots - toasted slivered almonds - almond extract. CRANBERRY BISCOTTI: vanilla cake mix - chopped dried cranberries - toasted slivered almonds - almond extract. ORANGE SPICE BISCOTTI: spice cake mix - walnuts - grated orange zest. GINGER BISCOTTI: spice cake mix - walnuts - chopped crystalized ginger pieces. CHOCOLATE-CHOCOLATE BISCOTTI: chocolate cake mix - chocolate piece or chips, freeze first so they retain their shape during baking. LEMON ALMOND BISCOTTI: lemon cake mix - toasted slivered almonds."
Cake Mix Cookie Bars,40mins,"cake mix, eggs, water, Crisco, chocolate chips",Grease and flour a 9x11 pan. Mix all together by hand.It will be thick. Spread in pan. Cook at 325 for 30 min or untill middle is done.
Best Banana Bread,1hr 10mins,"butter, granulated sugar, eggs, bananas, all-purpose flour, baking soda, salt, vanilla","Remove odd pots and pans from oven. Preheat oven to 350º / 180º. Cream together butter and sugar. Add eggs and crushed bananas. Combine well. Sift together flour, soda and salt. Add to creamed mixture. Add vanilla. Mix just until combined. Do not overmix. Pour into greased and floured loaf pan. Bake at 350º / 180º for 55 minutes. Keeps well, refrigerated."
Easy Lemon Marble Cheesecake,14hrs 45mins,"lemon, zest of lemon juice, sugar, egg, vanilla extract, sugar, low-fat small-curd cottage cheese, neufchatel cheese, eggs, vanilla extract, lemon juice, salt,  crushed chocolate cookies,  gingersnaps","Make the lemon curd: Combine the lemon zest, juice, and sugar in a small saucepan and bring to a simmer. Meanwhile beat the egg until light in a small bowl. Beat some of the hot lemon mixture into the egg. Scrape the egg mixture back into the saucepan. Cook, stirring constantly and reaching all over the bottom and sides of the pan, until the mixture barely starts to simmer around the edges. Continue to cook and stir for about 15 seconds. Pour through a strainer set over a clean bowl. Stir in the vanilla. Cool to room temperature. Make the cheesecake batter: Position rack in lower third of oven and preheat to 350 degrees. Place a round of parchment paper in the bottom of the cake pan and spray sides of pan with vegetable oil spray. Put water kettle on to boil for baking procedure. Process the cottage cheese in a food processor for 2 1/2 to 3 minutes or until silky smooth, scraping the sides and bottom of the bowl once or twice as necessary. Set aside. In a small microwave safe bowl, soften the Neufchatel cheese in microwave on high for about 30 seconds. Or, warm gently in the top of a double boiler. Stir until smooth. Scrape into the processor. Add the eggs, sugar, vanilla, lemon juice, and salt. Pulse until incorporated and perfectly smooth. Do not over process. Scrape the batter into the prepared pan. Distribute slightly rounded tablespoons of lemon curd evenly over the cheesecake batter. Using a table knife or teaspoon, use circular strokes to marble the batters until nicely but not to completely mingled. Slide oven rack part way out. Place cheesecake pan in baking dish or skillet and set on oven rack. Carefully pour boiling water around the pan to a depth of about 1-inch. Slide oven rack in gently to avoid sloshing. Bake until cheesecake has puffed and risen slightly and is just beginning to shrink from the edges of the pan, about 40 to 45 minutes. Remove cheesecake from water bath and cool on a rack. When completely cool, cover and chill for at least 12 hours or up to 2 days before serving. To unmold and serve: Cover the pan with tightly stretched plastic wrap. Place a flat dish on top of plastic. Invert pan and dish and rap the pan gently until cheesecake is released from pan. Remove pan and peel parchment liner from bottom of cake. Place cake circle or serving plate on the cake and carefully invert so that cake is right side up. Remove plastic wrap. Press crumbs around sides of cake. Cut with a sharp thin knife. Dip the knife in hot water and wipe it dry between cuts. The suave texture of this cheesecake relies on ultra smooth cottage cheese. This requires a food processor and at least 2 1/2 to 3 minutes of processing, no cheating. Once the Neufchatel Cheese has been added, pulse only enough to incorporate. over processing thins the batter. If you use nonfat cottage instead of low fat, the results will be not be nearly as good and you would save only about .4 grams of fat per serving. It's not worth it."
Cake Batter Fudge,12mins,"yellow cake mix, powdered sugar, butter, colored sprinkles","*  Stir cake mix and powdered sugar in microwave safe bowl. *  Cut butter into small pieces and put in bowl. *  Microwave on high for 2 minutes. *  Stir until well mixed.  If it is too thick to stir, add 1/2 tsp milk at a time until it is well mixed (should be thick but stirrable). *  Add sprinkles, if desired.  But do it quickly as they will melt in the hot batter. *  Spread in a greased 8x8 pan.  Refrigerate for an hour to set.  Cut and serve."
Cookie-Crust Lemon Bars,1hr,"refrigerated sugar cookie dough, eggs, sugar, all-purpose flour, baking powder, fresh lemon juice, lemon extract, lemon zest, powdered sugar","Heat oven to 350°F Slice cookie dough as directed on package. Arrange slices in bottom of ungreased 13x9-inch glass pan. With lightly floured fingers, press dough evenly in pan. (Even though the cookie dough is cold/just out of the fridge, pressing it down is pretty easy. It'll take the whole roll to cover the 13x9 pan). Bake at 350°F for 15 to 20 minutes or until light golden brown. In large bowl, combine eggs, sugar, flour and baking powder; blend well. Blend together lemon juice, lemon extract and lemon zest. Add lemon mixture to egg-sugar mixture, and pour over warm crust. Bake at 350°F for an additional 20 to 30 minutes or until top is light golden brown. Cool completely. Sprinkle with powdered sugar; cut into bars."
Chocolate Eclair Cake,20mins,"honey graham crackers, French vanilla instant pudding, Cool Whip, milk, unsweetened chocolate, butter, milk, Karo syrup, vanilla, powdered sugar","Line buttered 9 x 12 dish with graham crackers. Combine pudding mix with milk. Fold in Cool Whip. Pour half of the mixture over crackers. Add second layer of crackers. Add remaining pudding mixture. Add final layer of graham crackers. Over medium heat, melt chocolate glaze except for the powdered sugar. Remove from heat. Beat in 1-1/2 cups powdered sugar. Pour over crackers. Refrigerate overnight."
